sample_id,image_path,remove
CSL_batch1_25_1592_1A,/vast/scratch/users/mckay.m/Comet-background-subtraction/20260701_191242_1_s9tJga_CSL_batch1_cohort_25.1592.1A_26.948.1.Y.Z.tiff,
